Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
494.5,3150,"56,8","10,13","8,49","3,56",2021-10-01 17:35:22,Fridhemsplan,2021-10-01,DiSC,20211001-3
504.5,3272,"54,9","10,13","8,4","3,66",2021-10-01 17:35:32,Fridhemsplan,2021-10-01,DiSC,20211001-3
514.5,3246,"54,7",10,"8,28","3,62",2021-10-01 17:35:42,Fridhemsplan,2021-10-01,DiSC,20211001-3
524.5,3232,"54,6","9,94","8,22","3,6",2021-10-01 17:35:52,Fridhemsplan,2021-10-01,DiSC,20211001-3
534.5,3342,"53,5","10,05","8,25","3,7",2021-10-01 17:36:02,Fridhemsplan,2021-10-01,DiSC,20211001-3
964.5,4779,"47,7","12,65","9,95","5,09",2021-10-01 17:43:12,Kristineberg,2021-10-01,DiSC,20211001-3
974.5,4579,"47,7","12,13","9,55","4,88",2021-10-01 17:43:22,Kristineberg,2021-10-01,DiSC,20211001-3
984.5,3942,49,"10,76","8,56","4,24",2021-10-01 17:43:32,Kristineberg,2021-10-01,DiSC,20211001-3
994.5,3796,"49,2","10,41","8,29","4,09",2021-10-01 17:43:42,Kristineberg,2021-10-01,DiSC,20211001-3
1004.5,3803,"49,5","10,51","8,39","4,11",2021-10-01 17:43:52,Kristineberg,2021-10-01,DiSC,20211001-3
1014.5,3723,"49,3","10,23","8,16","4,01",2021-10-01 17:44:02,Kristineberg,2021-10-01,DiSC,20211001-3
1024.5,3831,50,"10,7","8,58","4,15",2021-10-01 17:44:12,Kristineberg,2021-10-01,DiSC,20211001-3
1034.5,4264,"48,5","11,51","9,12","4,57",2021-10-01 17:44:22,Kristineberg,2021-10-01,DiSC,20211001-3
1044.5,6840,"35,3","12,97","8,89","6,54",2021-10-01 17:44:32,Kristineberg,2021-10-01,DiSC,20211001-3
1054.5,21946,"21,7","24,21","12,25","16,53",2021-10-01 17:44:42,Kristineberg,2021-10-01,DiSC,20211001-3
1064.5,13107,"27,9","19,17","11,5","11,29",2021-10-01 17:44:52,Kristineberg,2021-10-01,DiSC,20211001-3
1074.5,10297,"40,8","22,93","16,86","10,39",2021-10-01 17:45:02,Kristineberg,2021-10-01,DiSC,20211001-3
1084.5,7674,"43,6","18,42","13,97","7,93",2021-10-01 17:45:12,Kristineberg,2021-10-01,DiSC,20211001-3
1094.5,4256,"49,9","11,85","9,49","4,61",2021-10-01 17:45:22,Kristineberg,2021-10-01,DiSC,20211001-3
1104.5,4581,"48,2","12,28","9,7","4,9",2021-10-01 17:45:32,Kristineberg,2021-10-01,DiSC,20211001-3
1114.5,4346,"49,1","11,9","9,47","4,68",2021-10-01 17:45:42,Kristineberg,2021-10-01,DiSC,20211001-3
1124.5,4330,"48,6","11,72","9,29","4,65",2021-10-01 17:45:52,Kristineberg,2021-10-01,DiSC,20211001-3
1134.5,6100,"48,3","16,37","12,94","6,53",2021-10-01 17:46:02,Kristineberg,2021-10-01,DiSC,20211001-3
1144.5,4759,"57,2","15,42","12,94","5,39",2021-10-01 17:46:12,Kristineberg,2021-10-01,DiSC,20211001-3
1154.5,4139,48,"11,04","8,71","4,42",2021-10-01 17:46:22,Kristineberg,2021-10-01,DiSC,20211001-3
1164.5,3851,"49,7","10,68","8,54","4,16",2021-10-01 17:46:32,Kristineberg,2021-10-01,DiSC,20211001-3
44.5,6965,"50,6","19,69","15,84","7,57",2021-10-01 17:27:52,Odenplan,2021-10-01,DiSC,20211001-3
54.5,7070,"50,4","19,93","16,01","7,68",2021-10-01 17:28:02,Odenplan,2021-10-01,DiSC,20211001-3
64.5,6642,"51,7","19,25","15,62","7,27",2021-10-01 17:28:12,Odenplan,2021-10-01,DiSC,20211001-3
74.5,6418,"52,8","19,02","15,54","7,08",2021-10-01 17:28:22,Odenplan,2021-10-01,DiSC,20211001-3
84.5,6855,"50,6","19,41","15,62","7,45",2021-10-01 17:28:32,Odenplan,2021-10-01,DiSC,20211001-3
94.5,7091,51,"20,22","16,31","7,73",2021-10-01 17:28:42,Odenplan,2021-10-01,DiSC,20211001-3
104.5,6397,"52,6","18,89","15,42","7,05",2021-10-01 17:28:52,Odenplan,2021-10-01,DiSC,20211001-3
114.5,6510,"51,6","18,83","15,26","7,12",2021-10-01 17:29:02,Odenplan,2021-10-01,DiSC,20211001-3
124.5,6782,"51,1","19,38","15,65","7,4",2021-10-01 17:29:12,Odenplan,2021-10-01,DiSC,20211001-3
134.5,6815,"51,3","19,57","15,82","7,44",2021-10-01 17:29:22,Odenplan,2021-10-01,DiSC,20211001-3
144.5,6918,"50,7","19,61","15,79","7,52",2021-10-01 17:29:32,Odenplan,2021-10-01,DiSC,20211001-3
154.5,6852,51,"19,53","15,76","7,47",2021-10-01 17:29:42,Odenplan,2021-10-01,DiSC,20211001-3
304.5,8181,"48,3","21,99","17,38","8,76",2021-10-01 17:32:12,St Eriksplan,2021-10-01,DiSC,20211001-3
314.5,7752,"49,4","21,35","17,02","8,36",2021-10-01 17:32:22,St Eriksplan,2021-10-01,DiSC,20211001-3
324.5,8602,"48,6","23,26","18,43","9,22",2021-10-01 17:32:32,St Eriksplan,2021-10-01,DiSC,20211001-3
334.5,8623,49,"23,56","18,73","9,27",2021-10-01 17:32:42,St Eriksplan,2021-10-01,DiSC,20211001-3
724.5,3518,"50,8",10,"8,07","3,83",2021-10-01 17:39:12,Thorildsplan,2021-10-01,DiSC,20211001-3
734.5,3583,"49,4","9,87","7,88","3,87",2021-10-01 17:39:22,Thorildsplan,2021-10-01,DiSC,20211001-3
744.5,3444,"50,9","9,8","7,91","3,75",2021-10-01 17:39:32,Thorildsplan,2021-10-01,DiSC,20211001-3
754.5,3289,"51,7","9,54","7,75","3,6",2021-10-01 17:39:42,Thorildsplan,2021-10-01,DiSC,20211001-3
764.5,3508,"48,7","9,51","7,55","3,77",2021-10-01 17:39:52,Thorildsplan,2021-10-01,DiSC,20211001-3
774.5,3774,"46,8","9,79","7,65",4,2021-10-01 17:40:02,Thorildsplan,2021-10-01,DiSC,20211001-3
784.5,3346,"51,1","9,56","7,72","3,65",2021-10-01 17:40:12,Thorildsplan,2021-10-01,DiSC,20211001-3
294.5,3795,"48,9","10,34","8,22","4,08",2021-10-01 11:44:25,Gamla Stan,2021-10-01,DiSC,20211001-2
304.5,3452,"51,8","10,02","8,14","3,78",2021-10-01 11:44:35,Gamla Stan,2021-10-01,DiSC,20211001-2
314.5,3415,"52,2",10,"8,14","3,75",2021-10-01 11:44:45,Gamla Stan,2021-10-01,DiSC,20211001-2
324.5,3416,"52,2","10,01","8,15","3,75",2021-10-01 11:44:55,Gamla Stan,2021-10-01,DiSC,20211001-2
334.5,3398,"51,8","9,88","8,02","3,73",2021-10-01 11:45:05,Gamla Stan,2021-10-01,DiSC,20211001-2
344.5,4499,"47,7","11,93","9,4","4,8",2021-10-01 11:45:15,Gamla Stan,2021-10-01,DiSC,20211001-2
354.5,3887,"51,2","11,14","9,01","4,24",2021-10-01 11:45:25,Gamla Stan,2021-10-01,DiSC,20211001-2
364.5,3821,"50,5","10,78","8,67","4,15",2021-10-01 11:45:35,Gamla Stan,2021-10-01,DiSC,20211001-2
374.5,3709,"50,3","10,43","8,38","4,03",2021-10-01 11:45:45,Gamla Stan,2021-10-01,DiSC,20211001-2
384.5,3806,"50,3","10,69","8,58","4,13",2021-10-01 11:45:55,Gamla Stan,2021-10-01,DiSC,20211001-2
394.5,3912,"50,7","11,09","8,93","4,26",2021-10-01 11:46:05,Gamla Stan,2021-10-01,DiSC,20211001-2
404.5,3808,"50,7","10,79","8,69","4,14",2021-10-01 11:46:15,Gamla Stan,2021-10-01,DiSC,20211001-2
414.5,3775,"50,5","10,67","8,58","4,1",2021-10-01 11:46:25,Gamla Stan,2021-10-01,DiSC,20211001-2
934.5,3124,55,"9,7","8,04","3,49",2021-10-01 11:55:05,Hötorget,2021-10-01,DiSC,20211001-2
944.5,3412,"51,9","9,93","8,07","3,74",2021-10-01 11:55:15,Hötorget,2021-10-01,DiSC,20211001-2
954.5,3174,"54,6","9,77","8,08","3,54",2021-10-01 11:55:25,Hötorget,2021-10-01,DiSC,20211001-2
964.5,3397,"52,1","9,93","8,08","3,73",2021-10-01 11:55:35,Hötorget,2021-10-01,DiSC,20211001-2
974.5,3311,"53,9","10,04","8,27","3,68",2021-10-01 11:55:45,Hötorget,2021-10-01,DiSC,20211001-2
984.5,3170,"55,5","9,94","8,27","3,56",2021-10-01 11:55:55,Hötorget,2021-10-01,DiSC,20211001-2
994.5,3205,"54,6","9,87","8,17","3,58",2021-10-01 11:56:05,Hötorget,2021-10-01,DiSC,20211001-2
1004.5,3219,54,"9,79","8,07","3,58",2021-10-01 11:56:15,Hötorget,2021-10-01,DiSC,20211001-2
1014.5,3329,"53,2","9,96","8,16","3,68",2021-10-01 11:56:25,Hötorget,2021-10-01,DiSC,20211001-2
1024.5,3117,"55,5","9,76","8,12","3,5",2021-10-01 11:56:35,Hötorget,2021-10-01,DiSC,20211001-2
1034.5,2955,"57,1","9,56","8,02","3,35",2021-10-01 11:56:45,Hötorget,2021-10-01,DiSC,20211001-2
1044.5,3288,"53,6","9,92","8,16","3,65",2021-10-01 11:56:55,Hötorget,2021-10-01,DiSC,20211001-2
1054.5,3291,"54,6","10,13","8,38","3,67",2021-10-01 11:57:05,Hötorget,2021-10-01,DiSC,20211001-2
1064.5,3138,"55,8","9,9","8,25","3,53",2021-10-01 11:57:15,Hötorget,2021-10-01,DiSC,20211001-2
1564.5,5214,53,"15,53","12,71","5,76",2021-10-01 12:05:35,Odenplan,2021-10-01,DiSC,20211001-2
1574.5,5213,"53,2","15,58","12,77","5,76",2021-10-01 12:05:45,Odenplan,2021-10-01,DiSC,20211001-2
1584.5,5298,"52,5","15,63","12,75","5,83",2021-10-01 12:05:55,Odenplan,2021-10-01,DiSC,20211001-2
1594.5,5719,"52,5","16,84","13,73","6,29",2021-10-01 12:06:05,Odenplan,2021-10-01,DiSC,20211001-2
1604.5,5736,"52,8","17,03","13,92","6,33",2021-10-01 12:06:15,Odenplan,2021-10-01,DiSC,20211001-2
1614.5,5534,"52,9","16,44","13,45","6,11",2021-10-01 12:06:25,Odenplan,2021-10-01,DiSC,20211001-2
1624.5,5591,"52,7","16,54","13,51","6,16",2021-10-01 12:06:35,Odenplan,2021-10-01,DiSC,20211001-2
1634.5,5877,"53,1","17,55","14,37","6,49",2021-10-01 12:06:45,Odenplan,2021-10-01,DiSC,20211001-2
1644.5,5409,"55,2","16,86","13,99","6,06",2021-10-01 12:06:55,Odenplan,2021-10-01,DiSC,20211001-2
1654.5,5249,"54,5","16,14","13,34","5,85",2021-10-01 12:07:05,Odenplan,2021-10-01,DiSC,20211001-2
1664.5,5498,"53,5","16,53","13,57","6,09",2021-10-01 12:07:15,Odenplan,2021-10-01,DiSC,20211001-2
1674.5,5638,"52,5","16,63","13,57","6,21",2021-10-01 12:07:25,Odenplan,2021-10-01,DiSC,20211001-2
1684.5,5048,"54,7","15,56","12,87","5,63",2021-10-01 12:07:35,Odenplan,2021-10-01,DiSC,20211001-2
1694.5,5292,53,"15,75","12,88","5,84",2021-10-01 12:07:45,Odenplan,2021-10-01,DiSC,20211001-2
1704.5,5596,"53,9",17,"13,99","6,22",2021-10-01 12:07:55,Odenplan,2021-10-01,DiSC,20211001-2
1714.5,6127,"51,8","17,81","14,46","6,72",2021-10-01 12:08:05,Odenplan,2021-10-01,DiSC,20211001-2
1724.5,5975,"53,6","18,03","14,81","6,62",2021-10-01 12:08:15,Odenplan,2021-10-01,DiSC,20211001-2
1734.5,5855,"54,8","18,11","14,99","6,54",2021-10-01 12:08:25,Odenplan,2021-10-01,DiSC,20211001-2
1744.5,6314,"51,6","18,24","14,78","6,91",2021-10-01 12:08:35,Odenplan,2021-10-01,DiSC,20211001-2
1754.5,5885,54,"17,88","14,72","6,54",2021-10-01 12:08:45,Odenplan,2021-10-01,DiSC,20211001-2
1764.5,5664,"54,5","17,42","14,39","6,32",2021-10-01 12:08:55,Odenplan,2021-10-01,DiSC,20211001-2
1774.5,5897,"53,1","17,59","14,4","6,51",2021-10-01 12:09:05,Odenplan,2021-10-01,DiSC,20211001-2
1784.5,5903,"54,3","18,07","14,91","6,57",2021-10-01 12:09:15,Odenplan,2021-10-01,DiSC,20211001-2
1794.5,5719,"54,2","17,46","14,39","6,36",2021-10-01 12:09:25,Odenplan,2021-10-01,DiSC,20211001-2
1804.5,5865,"54,5",18,"14,87","6,54",2021-10-01 12:09:35,Odenplan,2021-10-01,DiSC,20211001-2
1814.5,5683,"53,8","17,2","14,15","6,31",2021-10-01 12:09:45,Odenplan,2021-10-01,DiSC,20211001-2
1824.5,5590,"53,7","16,88","13,87","6,2",2021-10-01 12:09:55,Odenplan,2021-10-01,DiSC,20211001-2
1834.5,5170,"55,2","16,1","13,36","5,79",2021-10-01 12:10:05,Odenplan,2021-10-01,DiSC,20211001-2
1844.5,5225,"53,3","15,65","12,83","5,78",2021-10-01 12:10:15,Odenplan,2021-10-01,DiSC,20211001-2
1854.5,5172,"53,1","15,44","12,65","5,72",2021-10-01 12:10:25,Odenplan,2021-10-01,DiSC,20211001-2
1864.5,4709,"53,9","14,28","11,76","5,23",2021-10-01 12:10:35,Odenplan,2021-10-01,DiSC,20211001-2
1874.5,4439,"54,2","13,54","11,17","4,94",2021-10-01 12:10:45,Odenplan,2021-10-01,DiSC,20211001-2
1884.5,5052,"49,4","13,92","11,11","5,45",2021-10-01 12:10:55,Odenplan,2021-10-01,DiSC,20211001-2
1894.5,5433,"52,8","16,12","13,18","5,99",2021-10-01 12:11:05,Odenplan,2021-10-01,DiSC,20211001-2
1904.5,5191,"53,8","15,74","12,95","5,76",2021-10-01 12:11:15,Odenplan,2021-10-01,DiSC,20211001-2
1914.5,4433,"54,7","13,67","11,31","4,95",2021-10-01 12:11:25,Odenplan,2021-10-01,DiSC,20211001-2
1924.5,4508,"51,8","13,1","10,64","4,94",2021-10-01 12:11:35,Odenplan,2021-10-01,DiSC,20211001-2
1934.5,4518,"52,3","13,25","10,79","4,97",2021-10-01 12:11:45,Odenplan,2021-10-01,DiSC,20211001-2
1944.5,4929,"51,7","14,3","11,6","5,4",2021-10-01 12:11:55,Odenplan,2021-10-01,DiSC,20211001-2
1954.5,5073,"53,6","15,31","12,58","5,62",2021-10-01 12:12:05,Odenplan,2021-10-01,DiSC,20211001-2
1964.5,5204,54,"15,82","13,03","5,78",2021-10-01 12:12:15,Odenplan,2021-10-01,DiSC,20211001-2
1974.5,5248,"53,3","15,74","12,91","5,81",2021-10-01 12:12:25,Odenplan,2021-10-01,DiSC,20211001-2
1984.5,4406,"55,5","13,81","11,48","4,94",2021-10-01 12:12:35,Odenplan,2021-10-01,DiSC,20211001-2
1994.5,4634,54,"14,09","11,6","5,15",2021-10-01 12:12:45,Odenplan,2021-10-01,DiSC,20211001-2
2004.5,4272,"58,8","14,29","12,11","4,89",2021-10-01 12:12:55,Odenplan,2021-10-01,DiSC,20211001-2
2014.5,5053,"54,4","15,48","12,78","5,63",2021-10-01 12:13:05,Odenplan,2021-10-01,DiSC,20211001-2
2024.5,5118,"52,9","15,21","12,44","5,65",2021-10-01 12:13:15,Odenplan,2021-10-01,DiSC,20211001-2
2034.5,5037,"53,5","15,15","12,44","5,58",2021-10-01 12:13:25,Odenplan,2021-10-01,DiSC,20211001-2
2044.5,4597,"57,2","14,9","12,51","5,21",2021-10-01 12:13:35,Odenplan,2021-10-01,DiSC,20211001-2
2054.5,4766,"55,3","14,87","12,35","5,34",2021-10-01 12:13:45,Odenplan,2021-10-01,DiSC,20211001-2
2064.5,5026,"53,4","15,1","12,39","5,57",2021-10-01 12:13:55,Odenplan,2021-10-01,DiSC,20211001-2
2074.5,5328,"53,8","16,13","13,26","5,91",2021-10-01 12:14:05,Odenplan,2021-10-01,DiSC,20211001-2
2084.5,5325,"54,5","16,37","13,53","5,94",2021-10-01 12:14:15,Odenplan,2021-10-01,DiSC,20211001-2
2094.5,4795,"55,6","15,06","12,53","5,38",2021-10-01 12:14:25,Odenplan,2021-10-01,DiSC,20211001-2
2104.5,4649,"55,2","14,48","12,01","5,2",2021-10-01 12:14:35,Odenplan,2021-10-01,DiSC,20211001-2
2114.5,4623,"54,7","14,26","11,8","5,16",2021-10-01 12:14:45,Odenplan,2021-10-01,DiSC,20211001-2
2124.5,5140,"54,2","15,69","12,94","5,72",2021-10-01 12:14:55,Odenplan,2021-10-01,DiSC,20211001-2
2134.5,5156,"53,7","15,58","12,81","5,72",2021-10-01 12:15:05,Odenplan,2021-10-01,DiSC,20211001-2
2144.5,4809,"54,1","14,66","12,08","5,35",2021-10-01 12:15:15,Odenplan,2021-10-01,DiSC,20211001-2
2154.5,4903,"54,4","15,04","12,43","5,46",2021-10-01 12:15:25,Odenplan,2021-10-01,DiSC,20211001-2
2164.5,4711,54,"14,32","11,8","5,24",2021-10-01 12:15:35,Odenplan,2021-10-01,DiSC,20211001-2
2174.5,4649,"54,1","14,18","11,69","5,17",2021-10-01 12:15:45,Odenplan,2021-10-01,DiSC,20211001-2
2184.5,5187,"52,2","15,2","12,37","5,7",2021-10-01 12:15:55,Odenplan,2021-10-01,DiSC,20211001-2
2194.5,4917,"55,1","15,3","12,7","5,5",2021-10-01 12:16:05,Odenplan,2021-10-01,DiSC,20211001-2
2204.5,4792,"55,4","14,99","12,45","5,37",2021-10-01 12:16:15,Odenplan,2021-10-01,DiSC,20211001-2
2214.5,5034,"53,4","15,13","12,42","5,57",2021-10-01 12:16:25,Odenplan,2021-10-01,DiSC,20211001-2
2224.5,5046,"53,9","15,32","12,61","5,6",2021-10-01 12:16:35,Odenplan,2021-10-01,DiSC,20211001-2
2234.5,4745,"55,1","14,77","12,25","5,31",2021-10-01 12:16:45,Odenplan,2021-10-01,DiSC,20211001-2
2244.5,4780,"53,3","14,34","11,76","5,29",2021-10-01 12:16:55,Odenplan,2021-10-01,DiSC,20211001-2
2254.5,4846,"53,9","14,71","12,12","5,38",2021-10-01 12:17:05,Odenplan,2021-10-01,DiSC,20211001-2
2264.5,5099,"52,9","15,16","12,4","5,63",2021-10-01 12:17:15,Odenplan,2021-10-01,DiSC,20211001-2
2274.5,4852,"54,3","14,83","12,24","5,4",2021-10-01 12:17:25,Odenplan,2021-10-01,DiSC,20211001-2
2284.5,4959,"52,9","14,73","12,04","5,47",2021-10-01 12:17:35,Odenplan,2021-10-01,DiSC,20211001-2
2294.5,4835,54,"14,71","12,12","5,37",2021-10-01 12:17:45,Odenplan,2021-10-01,DiSC,20211001-2
2304.5,5046,"52,4","14,86","12,11","5,55",2021-10-01 12:17:55,Odenplan,2021-10-01,DiSC,20211001-2
2314.5,5026,"52,6","14,84","12,12","5,54",2021-10-01 12:18:05,Odenplan,2021-10-01,DiSC,20211001-2
2324.5,4906,"54,3",15,"12,38","5,46",2021-10-01 12:18:15,Odenplan,2021-10-01,DiSC,20211001-2
2334.5,4964,53,"14,79","12,1","5,48",2021-10-01 12:18:25,Odenplan,2021-10-01,DiSC,20211001-2
2344.5,4882,"53,6","14,72","12,1","5,41",2021-10-01 12:18:35,Odenplan,2021-10-01,DiSC,20211001-2
2354.5,5119,"53,4","15,38","12,62","5,67",2021-10-01 12:18:45,Odenplan,2021-10-01,DiSC,20211001-2
2364.5,5043,"53,7","15,23","12,51","5,59",2021-10-01 12:18:55,Odenplan,2021-10-01,DiSC,20211001-2
2374.5,5167,"54,5","15,86","13,1","5,76",2021-10-01 12:19:05,Odenplan,2021-10-01,DiSC,20211001-2
2384.5,5105,"53,7","15,44","12,7","5,66",2021-10-01 12:19:15,Odenplan,2021-10-01,DiSC,20211001-2
2394.5,5359,"52,9","15,93","13,03","5,91",2021-10-01 12:19:25,Odenplan,2021-10-01,DiSC,20211001-2
2404.5,5074,"54,4","15,56","12,85","5,65",2021-10-01 12:19:35,Odenplan,2021-10-01,DiSC,20211001-2
2414.5,5014,"53,8","15,17","12,48","5,56",2021-10-01 12:19:45,Odenplan,2021-10-01,DiSC,20211001-2
2424.5,4786,"55,7","15,07","12,54","5,38",2021-10-01 12:19:55,Odenplan,2021-10-01,DiSC,20211001-2
2434.5,4969,"54,8","15,37","12,73","5,55",2021-10-01 12:20:05,Odenplan,2021-10-01,DiSC,20211001-2
2444.5,4985,"53,9","15,13","12,46","5,54",2021-10-01 12:20:15,Odenplan,2021-10-01,DiSC,20211001-2
2454.5,5243,"52,2","15,34","12,49","5,76",2021-10-01 12:20:25,Odenplan,2021-10-01,DiSC,20211001-2
2464.5,4738,56,15,"12,51","5,33",2021-10-01 12:20:35,Odenplan,2021-10-01,DiSC,20211001-2
2474.5,5008,"52,6","14,78","12,06","5,52",2021-10-01 12:20:45,Odenplan,2021-10-01,DiSC,20211001-2
2484.5,4901,"53,7","14,8","12,16","5,43",2021-10-01 12:20:55,Odenplan,2021-10-01,DiSC,20211001-2
2494.5,5121,"52,2","14,99","12,2","5,62",2021-10-01 12:21:05,Odenplan,2021-10-01,DiSC,20211001-2
2504.5,4764,"55,5","14,95","12,43","5,35",2021-10-01 12:21:15,Odenplan,2021-10-01,DiSC,20211001-2
2514.5,5046,"53,1","15,06","12,34","5,58",2021-10-01 12:21:25,Odenplan,2021-10-01,DiSC,20211001-2
2524.5,5083,"52,8","15,08","12,33","5,61",2021-10-01 12:21:35,Odenplan,2021-10-01,DiSC,20211001-2
2534.5,4913,"54,4","15,06","12,44","5,47",2021-10-01 12:21:45,Odenplan,2021-10-01,DiSC,20211001-2
2544.5,4799,"54,9","14,86","12,31","5,36",2021-10-01 12:21:55,Odenplan,2021-10-01,DiSC,20211001-2
2554.5,5020,"52,3","14,72","11,99","5,52",2021-10-01 12:22:05,Odenplan,2021-10-01,DiSC,20211001-2
2564.5,4689,"55,7","14,74","12,27","5,26",2021-10-01 12:22:15,Odenplan,2021-10-01,DiSC,20211001-2
2574.5,5553,"49,1","15,19","12,08","5,98",2021-10-01 12:22:25,Odenplan,2021-10-01,DiSC,20211001-2
2584.5,4760,"53,9","14,44","11,89","5,29",2021-10-01 12:22:35,Odenplan,2021-10-01,DiSC,20211001-2
2594.5,4613,"56,2","14,66","12,24","5,2",2021-10-01 12:22:45,Odenplan,2021-10-01,DiSC,20211001-2
2604.5,4714,"54,1","14,36","11,83","5,24",2021-10-01 12:22:55,Odenplan,2021-10-01,DiSC,20211001-2
2614.5,4985,"53,3","14,93","12,25","5,52",2021-10-01 12:23:05,Odenplan,2021-10-01,DiSC,20211001-2
2624.5,4909,"54,2","14,99","12,37","5,46",2021-10-01 12:23:15,Odenplan,2021-10-01,DiSC,20211001-2
2634.5,4738,"54,6","14,59","12,07","5,29",2021-10-01 12:23:25,Odenplan,2021-10-01,DiSC,20211001-2
2644.5,4821,"52,4","14,18","11,57","5,3",2021-10-01 12:23:35,Odenplan,2021-10-01,DiSC,20211001-2
2654.5,5005,"53,3","15,01","12,31","5,54",2021-10-01 12:23:45,Odenplan,2021-10-01,DiSC,20211001-2
2664.5,4829,"55,1","15,01","12,44","5,4",2021-10-01 12:23:55,Odenplan,2021-10-01,DiSC,20211001-2
2674.5,4739,"55,7","14,91","12,41","5,32",2021-10-01 12:24:05,Odenplan,2021-10-01,DiSC,20211001-2
2684.5,4964,"54,4","15,22","12,57","5,53",2021-10-01 12:24:15,Odenplan,2021-10-01,DiSC,20211001-2
2694.5,4798,"54,7","14,8","12,25","5,36",2021-10-01 12:24:25,Odenplan,2021-10-01,DiSC,20211001-2
2704.5,4967,54,"15,1","12,44","5,52",2021-10-01 12:24:35,Odenplan,2021-10-01,DiSC,20211001-2
2714.5,5134,"53,6","15,48","12,72","5,69",2021-10-01 12:24:45,Odenplan,2021-10-01,DiSC,20211001-2
2724.5,4888,"55,4","15,28","12,7","5,48",2021-10-01 12:24:55,Odenplan,2021-10-01,DiSC,20211001-2
2734.5,5116,"54,5","15,7","12,97","5,7",2021-10-01 12:25:05,Odenplan,2021-10-01,DiSC,20211001-2
2744.5,4976,55,"15,45","12,8","5,56",2021-10-01 12:25:15,Odenplan,2021-10-01,DiSC,20211001-2
2754.5,5342,"54,1","16,28","13,42","5,94",2021-10-01 12:25:25,Odenplan,2021-10-01,DiSC,20211001-2
2764.5,5311,"54,3","16,24","13,4","5,91",2021-10-01 12:25:35,Odenplan,2021-10-01,DiSC,20211001-2
2774.5,5292,"54,8","16,34","13,53","5,91",2021-10-01 12:25:45,Odenplan,2021-10-01,DiSC,20211001-2
2784.5,5342,56,"16,93","14,11","6,01",2021-10-01 12:25:55,Odenplan,2021-10-01,DiSC,20211001-2
2794.5,5414,"55,3","16,91","14,04","6,06",2021-10-01 12:26:05,Odenplan,2021-10-01,DiSC,20211001-2
2804.5,5211,"56,6","16,69","13,96","5,88",2021-10-01 12:26:15,Odenplan,2021-10-01,DiSC,20211001-2
2814.5,5059,"56,5","16,19","13,54","5,71",2021-10-01 12:26:25,Odenplan,2021-10-01,DiSC,20211001-2
2824.5,5038,"55,5","15,81","13,15","5,65",2021-10-01 12:26:35,Odenplan,2021-10-01,DiSC,20211001-2
1204.5,4656,"42,9","10,96","8,25","4,79",2021-10-01 11:59:35,Rådmansgatan,2021-10-01,DiSC,20211001-2
1214.5,4155,"49,9","11,57","9,26","4,5",2021-10-01 11:59:45,Rådmansgatan,2021-10-01,DiSC,20211001-2
1224.5,4021,"51,5","11,6","9,4","4,4",2021-10-01 11:59:55,Rådmansgatan,2021-10-01,DiSC,20211001-2
1234.5,3969,"52,7","11,74","9,6","4,38",2021-10-01 12:00:05,Rådmansgatan,2021-10-01,DiSC,20211001-2
1244.5,3943,"51,1","11,29","9,12","4,3",2021-10-01 12:00:15,Rådmansgatan,2021-10-01,DiSC,20211001-2
1254.5,3676,"53,6","11,08","9,11","4,08",2021-10-01 12:00:25,Rådmansgatan,2021-10-01,DiSC,20211001-2
1264.5,3776,"52,6","11,15","9,1","4,16",2021-10-01 12:00:35,Rådmansgatan,2021-10-01,DiSC,20211001-2
1274.5,3425,"55,5","10,73","8,92","3,84",2021-10-01 12:00:45,Rådmansgatan,2021-10-01,DiSC,20211001-2
1284.5,3259,"57,1","10,55","8,85","3,69",2021-10-01 12:00:55,Rådmansgatan,2021-10-01,DiSC,20211001-2
1294.5,3395,57,"10,97","9,2","3,84",2021-10-01 12:01:05,Rådmansgatan,2021-10-01,DiSC,20211001-2
1304.5,3426,56,"10,86","9,06","3,86",2021-10-01 12:01:15,Rådmansgatan,2021-10-01,DiSC,20211001-2
1314.5,3387,"55,4","10,6","8,81","3,8",2021-10-01 12:01:25,Rådmansgatan,2021-10-01,DiSC,20211001-2
1324.5,3798,"51,7","11,01","8,94","4,16",2021-10-01 12:01:35,Rådmansgatan,2021-10-01,DiSC,20211001-2
94.5,3311,"56,3","10,54","8,8","3,73",2021-10-01 11:41:05,Slussen,2021-10-01,DiSC,20211001-2
104.5,3376,"54,8","10,43","8,64","3,77",2021-10-01 11:41:15,Slussen,2021-10-01,DiSC,20211001-2
114.5,3485,"54,3","10,67","8,81","3,88",2021-10-01 11:41:25,Slussen,2021-10-01,DiSC,20211001-2
124.5,3744,"51,9","10,9","8,86","4,11",2021-10-01 11:41:35,Slussen,2021-10-01,DiSC,20211001-2
134.5,3385,"55,8","10,67","8,89","3,8",2021-10-01 11:41:45,Slussen,2021-10-01,DiSC,20211001-2
144.5,3452,55,"10,71","8,88","3,86",2021-10-01 11:41:55,Slussen,2021-10-01,DiSC,20211001-2
614.5,2674,"59,9","9,12","7,77","3,08",2021-10-01 11:49:45,T-Centralen,2021-10-01,DiSC,20211001-2
624.5,2951,"55,9","9,32","7,77","3,32",2021-10-01 11:49:55,T-Centralen,2021-10-01,DiSC,20211001-2
634.5,3116,"56,9","10,03","8,41","3,52",2021-10-01 11:50:05,T-Centralen,2021-10-01,DiSC,20211001-2
